date,solar_irradiance,wind_speed,temperature,humidity
2020-01-01,151.72541666666666,4.7179166666666665,10.187083333333334,49.276250000000005
2020-01-02,118.87708333333335,4.3175,11.318333333333333,56.025
2020-01-03,144.67208333333335,2.920833333333333,13.187083333333334,46.36833333333333
2020-01-04,156.76708333333332,1.6666666666666667,16.561666666666667,39.410000000000004
2020-01-05,120.15416666666665,2.11875,17.337083333333332,41.63583333333333
2020-01-06,113.48083333333334,2.92375,15.949166666666668,51.622083333333336
2020-01-07,80.84625,3.4670833333333335,12.752083333333333,74.5225
2020-01-08,182.47375,3.3725,11.5025,51.612500000000004
2020-01-09,193.39874999999998,3.1904166666666662,11.362916666666665,45.64083333333334
2020-01-10,173.93583333333333,4.399583333333333,11.394166666666665,43.79624999999999
2020-01-11,169.58708333333334,3.95125,13.373750000000001,36.08875
2020-01-12,110.87583333333333,3.1370833333333334,13.838333333333333,41.630833333333335
2020-01-13,93.50375000000001,4.224166666666666,11.091666666666667,69.93958333333333
2020-01-14,188.88375,2.2204166666666665,11.457916666666668,59.964166666666664
2020-01-15,177.1470833333333,3.467083333333333,10.125833333333334,58.02583333333333
2020-01-16,147.41541666666666,3.375,11.551666666666668,52.72333333333333
2020-01-17,178.76874999999998,1.5729166666666667,13.537916666666668,39.906666666666666
2020-01-18,189.01958333333334,1.9479166666666667,13.33625,32.86
2020-01-19,161.32208333333332,3.04875,12.330833333333333,44.905833333333334
2020-01-20,126.13375,2.674583333333333,13.27375,45.26208333333333
2020-01-21,191.22375,3.125833333333333,14.4,44.25875
2020-01-22,183.07500000000002,4.685416666666667,14.120833333333332,53.50666666666667
2020-01-23,193.30958333333334,3.186666666666667,14.045833333333334,56.01791666666667
2020-01-24,194.23125000000002,2.0566666666666666,15.397083333333333,49.30458333333333
2020-01-25,172.13708333333332,2.325833333333333,18.530416666666667,39.10583333333333
2020-01-26,187.07875,1.7125000000000001,19.75916666666667,36.72125
2020-01-27,151.89333333333335,2.0233333333333334,18.368750000000002,47.78125
2020-01-28,181.4104166666667,3.485416666666667,15.180416666666666,57.581250000000004
2020-01-29,207.53125,2.3733333333333335,15.705833333333333,35.04541666666667
2020-01-30,213.67416666666668,2.9075,14.354166666666666,37.454166666666666
2020-01-31,211.90958333333333,2.7441666666666666,14.799999999999999,37.33541666666667
2020-02-01,213.76916666666668,2.018333333333333,15.15,31.435000000000002
2020-02-02,214.6025,2.7779166666666666,14.934583333333334,33.17625
2020-02-03,210.74541666666667,2.53625,15.78125,32.674166666666665
2020-02-04,201.40791666666667,3.095,14.952916666666667,36.83958333333333
2020-02-05,206.20916666666668,4.165416666666666,14.21875,45.96875
2020-02-06,215.92583333333334,2.4629166666666666,15.582083333333335,38.07375
2020-02-07,224.2904166666667,2.28375,16.47,27.0325
2020-02-08,224.82958333333332,3.4308333333333336,15.839166666666666,31.189166666666665
2020-02-09,214.87,3.223333333333333,16.78,26.610416666666666
2020-02-10,216.99041666666668,3.172916666666667,16.677083333333332,23.782916666666665
2020-02-11,216.86,3.2470833333333338,17.903333333333332,24.284583333333334
2020-02-12,213.14291666666668,3.577916666666667,18.684166666666666,27.060000000000002
2020-02-13,212.2225,3.1575,20.922916666666666,33.04875
2020-02-14,227.28666666666666,2.9120833333333334,18.36583333333333,21.854166666666668
2020-02-15,241.5370833333333,1.25375,21.459166666666665,12.9675
2020-02-16,236.95208333333332,1.1420833333333333,23.267916666666665,11.071666666666667
2020-02-17,244.55999999999997,1.8504166666666668,23.605,12.800833333333332
2020-02-18,237.23791666666668,2.71625,23.10291666666667,14.69
2020-02-19,180.3658333333333,3.2445833333333334,22.95625,17.260833333333334
2020-02-20,235.64458333333334,5.368333333333333,19.9925,29.074583333333333
2020-02-21,219.87416666666664,3.830833333333333,18.737083333333334,37.306666666666665
2020-02-22,214.20833333333334,3.7641666666666667,19.574583333333333,40.612500000000004
2020-02-23,204.33208333333334,3.7916666666666665,20.2075,47.15958333333333
2020-02-24,211.09583333333333,1.8525,22.001666666666665,39.45041666666666
2020-02-25,231.0304166666667,2.5575,24.14125,29.579166666666666
2020-02-26,228.42624999999998,1.5658333333333332,25.579166666666666,24.633750000000003
2020-02-27,205.44708333333332,3.1075,25.2625,25.679166666666664
2020-02-28,233.71875,4.29375,25.496666666666666,31.902916666666666
2020-02-29,227.21375,3.794583333333333,22.80875,45.71666666666667
2020-03-01,220.29999999999998,4.4816666666666665,22.445833333333336,44.55083333333334
2020-03-02,231.10541666666666,2.9154166666666668,22.50583333333333,43.812083333333334
2020-03-03,240.73125000000002,2.3108333333333335,23.539583333333336,35.74666666666666
2020-03-04,244.45125,3.029166666666667,23.69666666666667,31.62125
2020-03-05,220.00166666666667,4.627083333333333,21.712083333333336,44.49875
2020-03-06,223.31458333333333,3.952083333333333,18.300833333333333,54.90416666666667
2020-03-07,274.6104166666667,2.6733333333333333,20.719166666666666,40.34916666666667
2020-03-08,269.93,3.841666666666667,21.125,34.37916666666667
2020-03-09,263.07458333333335,2.87875,21.743750000000002,35.87583333333333
2020-03-10,202.79666666666665,2.8983333333333334,23.11791666666667,33.68
2020-03-11,243.46208333333334,3.93875,19.382916666666667,55.209583333333335
2020-03-12,278.955,4.709583333333334,17.727083333333333,34.81041666666667
2020-03-13,268.2233333333333,2.63125,18.913333333333334,29.584166666666665
2020-03-14,277.94041666666664,2.8033333333333332,20.125833333333333,38.781666666666666
2020-03-15,243.29166666666666,3.9345833333333338,20.033333333333335,43.52333333333333
2020-03-16,261.7725,3.0841666666666665,21.97583333333333,37.7325
2020-03-17,261.35166666666663,2.3808333333333334,24.928749999999997,28.095416666666665
2020-03-18,282.5829166666667,2.4575,26.19875,26.515416666666667
2020-03-19,256.31,2.5925,27.860416666666666,25.189166666666665
2020-03-20,276.86791666666664,3.20875,26.733333333333334,25.287916666666664
2020-03-21,265.03875,2.4929166666666664,26.19458333333333,36.09916666666667
2020-03-22,172.51458333333335,2.9920833333333334,27.409583333333334,33.903749999999995
2020-03-23,220.94291666666666,2.7016666666666667,25.791666666666668,55.41708333333333
2020-03-24,208.94875000000002,2.749166666666667,25.24791666666667,50.03791666666667
2020-03-25,189.39791666666667,3.5408333333333335,26.803749999999997,46.20916666666667
2020-03-26,85.13291666666667,2.6725,23.66208333333333,54.58208333333334
2020-03-27,273.6325,3.05875,21.72375,62.137499999999996
2020-03-28,298.9870833333333,2.9975,24.692083333333333,40.35916666666667
2020-03-29,300.4025,2.049166666666667,26.207083333333333,31.30458333333333
2020-03-30,296.3020833333333,3.079166666666667,26.20375,34.757083333333334
2020-03-31,273.59375,3.237083333333333,26.875833333333333,36.501666666666665
2020-04-01,289.19874999999996,3.455416666666667,25.744583333333335,46.62083333333334
2020-04-02,299.62833333333333,2.785,26.47583333333333,39.470416666666665
2020-04-03,289.7758333333333,2.7925,27.828333333333333,28.261666666666667
2020-04-04,304.32,2.15125,29.875,25.559166666666666
2020-04-05,297.1566666666667,3.2225,29.603333333333335,26.90375
2020-04-06,297.5258333333333,1.9154166666666665,30.397499999999997,26.42625
2020-04-07,278.77458333333334,3.8000000000000003,29.007916666666663,28.585416666666664
2020-04-08,275.29791666666665,3.75625,27.616249999999997,37.10041666666667
2020-04-09,299.69958333333335,3.0220833333333332,29.770416666666666,25.68041666666667
